,y_test,linear,Ridge,lasso,K-NN,random_forest,Gradient_boosting,xgb
20,47,52.56797483820938,52.56797483820938,52.56797483820938,48.55555555555556,60.67,56.813713207222456,52.032276
21,48,43.294061310819664,43.294061310819664,43.294061310819664,43.666666666666664,42.61,42.76854573709935,44.503315
22,51,41.30674662120697,41.30674662120697,41.30674662120697,50.55555555555556,45.77,45.44406626197081,48.054638
23,66,63.96526364843081,63.96526364843081,63.96526364843081,57.111111111111114,62.99,61.14669243159624,61.575123
24,22,42.89343155144087,42.89343155144087,42.89343155144087,36.333333333333336,38.32,38.94351137338968,38.57836
25,43,40.34434820232585,40.34434820232585,40.34434820232585,43.22222222222222,39.2,40.50342180690084,40.15355
26,57,44.26812211402541,44.26812211402541,44.26812211402541,48.888888888888886,54.8,53.74833314181691,55.85025
27,49,43.16502457396095,43.16502457396095,43.16502457396095,43.0,41.57,42.512386761195074,41.70209
28,52,45.70515579144951,45.70515579144951,45.70515579144951,46.22222222222222,54.4,49.91507506615771,50.56608
29,39,40.22774278951891,40.22774278951891,40.22774278951891,43.0,47.12,44.06931094370186,44.23008
30,47,44.5692826943354,44.5692826943354,44.5692826943354,39.0,38.96,42.9850673750806,44.913376
31,31,38.19406618257751,38.19406618257751,38.19406618257751,38.55555555555556,42.97,40.03287347729986,39.56345
32,65,59.52124997457282,59.52124997457282,59.52124997457282,43.22222222222222,52.4,49.852033753712625,49.424774
33,38,45.923119253127695,45.923119253127695,45.923119253127695,57.22222222222222,50.18,49.293376925700954,50.39024
34,22,36.81361059995571,36.81361059995571,36.81361059995571,31.88888888888889,38.41,35.47905350142639,34.137695
35,70,68.2924385725413,68.2924385725413,68.2924385725413,72.77777777777777,73.86,72.78700203645815,73.28689
36,45,37.73994807720331,37.73994807720331,37.73994807720331,46.111111111111114,48.72,46.503916076470276,47.50714
37,80,62.20429407649087,62.20429407649087,62.20429407649087,62.111111111111114,76.9,73.97059888223338,72.276115
38,49,46.69940659370396,46.69940659370396,46.69940659370396,49.44444444444444,43.32,45.05251366823613,45.87031
39,36,39.70699624676859,39.70699624676859,39.70699624676859,39.44444444444444,41.23,41.63263553793517,41.270687
40,40,41.1209648681749,41.1209648681749,41.1209648681749,32.44444444444444,42.82,41.01992281009221,41.52211
41,35,36.156319175981025,36.156319175981025,36.156319175981025,32.55555555555556,35.78,34.64312126934816,38.606213
42,51,42.69909408615014,42.69909408615014,42.69909408615014,45.666666666666664,37.46,41.24317072536876,39.716133
43,54,42.43913829121019,42.43913829121019,42.43913829121019,45.22222222222222,44.46,45.49557073682978,46.436256
44,60,64.02874358082312,64.02874358082312,64.02874358082312,56.44444444444444,53.78,54.53237218422592,52.795544
45,47,60.55018004958579,60.55018004958579,60.55018004958579,61.22222222222222,58.33,57.7690043508219,57.401524
46,30,29.929744407794217,29.929744407794217,29.929744407794217,35.22222222222222,30.7,31.97875255671466,32.988323
47,47,36.228221442144616,36.228221442144616,36.228221442144616,49.111111111111114,49.5,47.00208065211818,46.011982
48,57,49.43513312893815,49.43513312893815,49.43513312893815,45.666666666666664,49.93,49.43905437906358,52.889362
49,59,53.52261083545137,53.52261083545137,53.52261083545137,61.333333333333336,58.45,58.7087670969617,59.130222
50,55,51.43482950949337,51.43482950949337,51.43482950949337,39.666666666666664,41.62,55.701635913533856,56.403793
51,28,42.89625409705939,42.89625409705939,42.89625409705939,42.0,45.31,42.94143704508426,46.47835
52,27,53.90255183060745,53.90255183060745,53.90255183060745,41.44444444444444,51.92,55.305356446581825,47.49534
53,31,23.077771820739923,23.077771820739923,23.077771820739923,31.0,23.38,25.97456144736033,25.632282
54,46,42.251212820047854,42.251212820047854,42.251212820047854,39.111111111111114,51.39,45.758339266769994,45.99912
55,36,37.38117786997019,37.38117786997019,37.38117786997019,42.111111111111114,37.7,36.08887750397187,35.161022
56,34,40.558894467372646,40.558894467372646,40.558894467372646,46.666666666666664,46.03,45.34599013350791,43.364006
57,70,72.79215070092155,72.79215070092155,72.79215070092155,78.22222222222223,71.87,69.35817488844175,71.168785
58,32,32.32340144890806,32.32340144890806,32.32340144890806,29.22222222222222,33.86,30.753621707106905,30.464956
59,56,29.715767690466798,29.715767690466798,29.715767690466798,35.22222222222222,33.26,33.371289015637956,32.566174
60,49,35.58402681878395,35.58402681878395,35.58402681878395,35.0,37.08,37.295897131825406,34.936836
61,62,35.91203303524481,35.91203303524481,35.91203303524481,41.333333333333336,33.3,35.1326732291209,34.108364
62,83,66.15068740756348,66.15068740756348,66.15068740756348,53.55555555555556,70.69,69.49638136940602,74.48263
63,26,26.93903986346879,26.93903986346879,26.93903986346879,32.22222222222222,28.57,27.24036298193484,26.287848
64,28,32.9587012387347,32.9587012387347,32.9587012387347,39.55555555555556,28.74,29.594449104754357,30.847961
65,47,42.06883907355498,42.06883907355498,42.06883907355498,55.22222222222222,55.17,48.62482628948401,53.006878
66,52,57.747006635849644,57.747006635849644,57.747006635849644,60.55555555555556,65.61,62.15071910481025,63.46216
67,30,29.17587764429337,29.17587764429337,29.17587764429337,32.22222222222222,32.56,31.025370574616833,30.848267
68,47,53.635169337894695,53.635169337894695,53.635169337894695,60.0,45.1,45.55217815922112,42.08465
69,50,51.8031204156957,51.8031204156957,51.8031204156957,47.666666666666664,50.3,52.14788057490795,52.592014
70,47,41.20201622248949,41.20201622248949,41.20201622248949,37.77777777777778,46.32,42.77752035248964,43.02401
71,23,44.91979064894853,44.91979064894853,44.91979064894853,41.0,44.27,45.024661562971936,45.009388
72,43,35.95981236963233,35.95981236963233,35.95981236963233,32.111111111111114,33.59,36.69172861377344,37.56325
73,29,31.15137468666844,31.15137468666844,31.15137468666844,36.111111111111114,36.45,32.71147698880262,33.147713
74,36,26.47493073430433,26.47493073430433,26.47493073430433,36.77777777777778,34.46,31.66752010200738,32.072033
75,32,50.69831725920109,50.69831725920109,50.69831725920109,43.111111111111114,44.76,46.10818422777399,47.861977
76,37,47.94471104307841,47.94471104307841,47.94471104307841,34.111111111111114,41.08,42.71876251173697,42.80763
77,49,69.42528582016692,69.42528582016692,69.42528582016692,51.0,54.62,58.70157411312794,59.083668
78,29,32.54156533380694,32.54156533380694,32.54156533380694,37.22222222222222,32.55,32.74287283791241,33.244186
79,30,30.269511668470354,30.269511668470354,30.269511668470354,29.666666666666668,28.51,30.982629768370508,29.6968
80,44,42.00029525952921,42.00029525952921,42.00029525952921,37.77777777777778,41.18,38.685238077888734,37.369373
81,75,66.26458006178825,66.26458006178825,66.26458006178825,57.333333333333336,70.95,79.63373968003006,81.69176
82,35,35.365164024906065,35.365164024906065,35.365164024906065,41.44444444444444,34.88,34.5309985422117,33.40018
83,50,43.85446981296232,43.85446981296232,43.85446981296232,42.333333333333336,45.22,44.50209605694945,43.844578
84,68,65.22871830805467,65.22871830805467,65.22871830805467,63.77777777777778,68.66,62.88820182537952,63.491398
85,37,40.028192363243264,40.028192363243264,40.028192363243264,33.44444444444444,35.73,39.41118709339265,38.25174
86,46,38.02481962603397,38.02481962603397,38.02481962603397,34.888888888888886,42.44,40.074821321956456,40.41842
87,58,44.89046204546056,44.89046204546056,44.89046204546056,45.111111111111114,44.68,43.731955845853385,46.49835
88,38,35.91019236610985,35.91019236610985,35.91019236610985,34.888888888888886,33.08,35.07329250746244,32.22587
89,64,71.11557658534703,71.11557658534703,71.11557658534703,60.888888888888886,64.83,61.374407087597504,65.561195
90,64,58.75071026161834,58.75071026161834,58.75071026161834,57.666666666666664,54.54,53.530023229732286,54.956062
91,33,33.038226500077286,33.038226500077286,33.038226500077286,38.77777777777778,39.01,38.10087501261943,38.96691
92,44,56.13124823903768,56.13124823903768,56.13124823903768,50.22222222222222,50.85,53.44471555595744,54.823925
93,35,41.71418218117071,41.71418218117071,41.71418218117071,40.888888888888886,39.83,41.947710281862754,40.5483
94,47,42.750486331240424,42.750486331240424,42.750486331240424,35.44444444444444,39.58,42.7005135272417,42.923714
95,64,38.47175877486179,38.47175877486179,38.47175877486179,47.888888888888886,42.05,40.46078842114963,40.70383
96,61,48.99245841357092,48.99245841357092,48.99245841357092,49.888888888888886,50.37,50.07561198485238,52.09853
97,39,39.68359416078037,39.68359416078037,39.68359416078037,41.44444444444444,35.18,36.19496386507573,36.862637
98,50,67.63223905953176,67.63223905953176,67.63223905953176,51.22222222222222,54.26,55.737279274694345,57.203083
99,20,25.345373304025085,25.345373304025085,25.345373304025085,27.0,28.8,26.060717878232413,25.182264
100,25,31.20950782127806,31.20950782127806,31.20950782127806,31.11111111111111,30.72,28.44036383932487,27.525564
101,35,34.31709227985915,34.31709227985915,34.31709227985915,37.44444444444444,35.66,35.48633616561818,36.76197
102,52,48.05800751768218,48.05800751768218,48.05800751768218,52.111111111111114,42.31,43.079990980589386,42.82482
103,73,48.68642125691638,48.68642125691638,48.68642125691638,48.111111111111114,55.43,49.641924982199455,51.03878
104,48,50.61438690500215,50.61438690500215,50.61438690500215,44.55555555555556,52.45,55.82886863815252,55.583942
105,57,49.993303069784666,49.993303069784666,49.993303069784666,51.333333333333336,56.03,56.79949979614088,56.46365
106,49,34.06890876182609,34.06890876182609,34.06890876182609,34.44444444444444,36.1,36.727886575108556,36.195972
107,49,46.91391558393946,46.91391558393946,46.91391558393946,58.0,59.23,56.430109625666475,58.220493
108,68,58.521835054897736,58.521835054897736,58.521835054897736,47.333333333333336,62.47,58.56237426566568,59.920273
109,46,41.21325204252914,41.21325204252914,41.21325204252914,47.0,43.05,41.0789845720366,43.828888
110,38,39.56792946327521,39.56792946327521,39.56792946327521,39.666666666666664,33.38,35.192661186281384,35.074844
111,48,38.67226675935659,38.67226675935659,38.67226675935659,40.666666666666664,37.95,38.67436608318716,38.265343
112,52,48.18392379964448,48.18392379964448,48.18392379964448,43.111111111111114,42.04,46.02308905019977,46.846436
113,29,26.930044029058177,26.930044029058177,26.930044029058177,33.55555555555556,24.62,27.412062035702306,28.983257
114,91,57.06003908493817,57.06003908493817,57.06003908493817,56.77777777777778,58.74,55.73867764586477,56.530853
115,24,28.73683555898568,28.73683555898568,28.73683555898568,35.333333333333336,31.09,30.705328453220773,29.710293
116,25,36.433676377474626,36.433676377474626,36.433676377474626,40.333333333333336,34.7,35.438609825256805,32.832108
117,29,28.62935506292059,28.62935506292059,28.62935506292059,31.88888888888889,30.77,30.31300496431005,29.506231
118,30,33.615806757856724,33.615806757856724,33.615806757856724,32.888888888888886,36.19,35.74524918216224,34.42598
119,64,68.31593834480891,68.31593834480891,68.31593834480891,76.77777777777777,76.63,85.14605428764273,87.591805
120,48,40.18937490935588,40.18937490935588,40.18937490935588,47.0,51.31,44.8583563236259,45.744698
121,51,38.56220520572306,38.56220520572306,38.56220520572306,37.22222222222222,33.93,38.22248809772946,37.78312
122,44,59.90948535333049,59.90948535333049,59.90948535333049,52.22222222222222,60.57,68.66330815334882,64.80322
123,21,28.55110379574956,28.55110379574956,28.55110379574956,30.88888888888889,29.29,27.853912201998646,27.514029
124,37,33.3332978892098,33.3332978892098,33.3332978892098,37.55555555555556,40.0,40.04319551802934,39.08397
125,33,40.9911496241374,40.9911496241374,40.9911496241374,32.111111111111114,34.25,35.650701077357354,34.134403
126,43,47.90983270130566,47.90983270130566,47.90983270130566,45.111111111111114,43.71,46.9937124909836,46.592796
127,50,50.53010032616318,50.53010032616318,50.53010032616318,49.666666666666664,53.29,48.07548980874543,47.159565
128,27,42.745714863509235,42.745714863509235,42.745714863509235,38.111111111111114,36.49,36.91771980103353,36.4984
129,38,38.396805096416244,38.396805096416244,38.396805096416244,34.888888888888886,31.52,36.56786249661573,35.626255
130,49,39.80219899968693,39.80219899968693,39.80219899968693,43.0,43.6,43.85560000421041,44.19552
131,41,38.15383258898255,38.15383258898255,38.15383258898255,40.77777777777778,36.44,41.04751612881805,40.330326
132,39,36.983535816750845,36.983535816750845,36.983535816750845,32.111111111111114,38.99,41.32448439452963,39.596977
133,35,40.96211055810599,40.96211055810599,40.96211055810599,35.22222222222222,37.54,38.42270167209329,37.549873
134,21,27.377596652719923,27.377596652719923,27.377596652719923,29.88888888888889,29.25,28.482826240951415,27.89712
135,34,40.296700264190534,40.296700264190534,40.296700264190534,41.77777777777778,42.81,43.616120722609075,45.002316
136,36,44.731624227364975,44.731624227364975,44.731624227364975,45.666666666666664,42.29,46.50278048934464,47.110836
137,54,48.90140411219264,48.90140411219264,48.90140411219264,57.666666666666664,51.2,49.942193303067526,48.611164
138,52,41.326501371174714,41.326501371174714,41.326501371174714,44.44444444444444,40.4,44.903762604090225,42.30535
139,52,40.507753817007355,40.507753817007355,40.507753817007355,43.55555555555556,38.3,38.785966506660806,37.728123
140,42,37.78502884854478,37.78502884854478,37.78502884854478,35.0,31.88,31.349663401449845,33.083134
141,50,55.82882028599974,55.82882028599974,55.82882028599974,50.666666666666664,51.96,47.57265302307809,54.261585
142,58,50.73073482466163,50.73073482466163,50.73073482466163,51.44444444444444,47.4,49.495850112134015,49.27534
143,45,47.996380676440324,47.996380676440324,47.996380676440324,46.77777777777778,46.16,46.80520543247172,46.340485
144,38,36.444625319833165,36.444625319833165,36.444625319833165,34.44444444444444,36.75,34.435360766297485,32.437454
145,30,31.184887783006317,31.184887783006317,31.184887783006317,38.55555555555556,34.95,32.49999415250235,34.089523
146,50,42.24408932931484,42.24408932931484,42.24408932931484,50.0,47.9,48.3086220234279,55.93321
147,51,44.995607331007065,44.995607331007065,44.995607331007065,48.888888888888886,50.12,45.68303112815981,45.44754
148,44,45.37834962761977,45.37834962761977,45.37834962761977,46.333333333333336,45.97,43.76795143382977,44.003876
149,19,29.915501642948897,29.915501642948897,29.915501642948897,32.55555555555556,35.48,31.644464944077694,30.826431
150,40,34.13079219773765,34.13079219773765,34.13079219773765,33.55555555555556,35.61,38.868226235520275,40.593163
151,45,61.96315618429409,61.96315618429409,61.96315618429409,44.44444444444444,46.94,52.08393173062017,49.688137
152,46,41.94031292306096,41.94031292306096,41.94031292306096,44.888888888888886,49.69,47.1411772492577,47.336838
153,34,49.376597950799784,49.376597950799784,49.376597950799784,51.0,53.2,49.71038739733288,50.968014
154,52,60.99484317914995,60.99484317914995,60.99484317914995,56.55555555555556,51.76,61.0438167311955,55.866447
155,25,32.28519792516009,32.28519792516009,32.28519792516009,34.22222222222222,30.88,32.727559687377244,32.046402
156,45,37.969718759874354,37.969718759874354,37.969718759874354,42.111111111111114,40.6,41.99492556985193,41.426918
157,37,40.01771063398678,40.01771063398678,40.01771063398678,35.0,34.05,38.75773580482415,38.31421
158,28,36.67954669007024,36.67954669007024,36.67954669007024,39.0,38.42,38.285504990413436,37.95809
159,45,68.81456282860943,68.81456282860943,68.81456282860943,67.0,62.96,58.642018738933324,64.32846
160,27,22.127857433157757,22.127857433157757,22.127857433157757,28.444444444444443,22.15,25.430632743030866,25.147747
161,53,52.19319195227007,52.19319195227007,52.19319195227007,40.22222222222222,41.54,45.453895806399366,42.268734
162,42,43.979760702918696,43.979760702918696,43.979760702918696,31.77777777777778,33.99,38.14533399425383,35.9138
163,72,57.61304505331612,57.61304505331612,57.61304505331612,56.55555555555556,63.2,64.83917576234344,62.602608
164,36,35.86655976163869,35.86655976163869,35.86655976163869,36.44444444444444,32.91,34.8483666916739,32.075043
165,46,53.16503329628553,53.16503329628553,53.16503329628553,45.888888888888886,53.31,55.83157163783053,55.662582
166,23,33.146954292957666,33.146954292957666,33.146954292957666,37.55555555555556,35.89,38.289156765943176,39.905018
167,53,42.48220438810081,42.48220438810081,42.48220438810081,45.666666666666664,44.54,46.171068576553566,45.884087
168,38,45.924503052991255,45.924503052991255,45.924503052991255,51.666666666666664,40.13,42.520504179277154,39.566666
169,41,40.744674080047915,40.744674080047915,40.744674080047915,43.77777777777778,37.51,40.946824056377615,41.237865
170,31,42.35675682278904,42.35675682278904,42.35675682278904,34.77777777777778,40.4,35.62217853360702,37.272552
171,27,39.524481289914306,39.524481289914306,39.524481289914306,41.0,42.06,42.45129357187951,37.96672
172,25,33.87320053162584,33.87320053162584,33.87320053162584,31.666666666666668,32.05,32.02394846177889,30.035883
173,42,42.84199139538563,42.84199139538563,42.84199139538563,38.333333333333336,37.42,37.108453716898204,37.2973
174,48,54.15558505342669,54.15558505342669,54.15558505342669,48.111111111111114,48.02,50.817221816246004,53.80398
175,61,81.72625625991986,81.72625625991986,81.72625625991986,58.77777777777778,65.77,69.54882103873332,69.17401
176,37,41.59797352901943,41.59797352901943,41.59797352901943,36.44444444444444,47.73,41.33398520892915,39.44644
177,36,29.314651868431806,29.314651868431806,29.314651868431806,31.88888888888889,32.73,38.453985027244805,36.702915
178,47,39.21517492044492,39.21517492044492,39.21517492044492,41.666666666666664,39.59,39.17582010248584,38.671547
179,36,39.20971768165249,39.20971768165249,39.20971768165249,33.666666666666664,34.44,36.970206064172565,32.80912
180,32,38.94691345525031,38.94691345525031,38.94691345525031,36.111111111111114,33.56,37.31931517451877,38.825436
181,55,57.89021454617971,57.89021454617971,57.89021454617971,64.44444444444444,60.9,63.2493064777866,64.04494
182,36,32.33277362500586,32.33277362500586,32.33277362500586,38.77777777777778,36.81,35.823864008606016,37.813244
183,30,37.0161311394632,37.0161311394632,37.0161311394632,37.111111111111114,37.95,35.72289583250923,36.149364
184,47,42.607649756245216,42.607649756245216,42.607649756245216,47.333333333333336,46.34,44.03671826428235,46.204582
185,78,39.01554704806851,39.01554704806851,39.01554704806851,43.22222222222222,41.89,46.67147171069947,44.388725
186,34,36.67968147395912,36.67968147395912,36.67968147395912,31.77777777777778,31.07,29.436351155836952,29.469593
187,60,43.50330611518056,43.50330611518056,43.50330611518056,42.55555555555556,45.57,44.430387923616536,44.894493
188,43,53.10882630390838,53.10882630390838,53.10882630390838,45.666666666666664,42.36,41.76270018271548,44.120285
189,29,30.566768679322426,30.566768679322426,30.566768679322426,31.11111111111111,32.8,31.224603702021962,32.603203
190,31,26.343008637596565,26.343008637596565,26.343008637596565,32.55555555555556,27.96,28.597849527630572,27.29761
191,35,41.75937286250725,41.75937286250725,41.75937286250725,45.44444444444444,44.11,42.88066109596512,40.30112
192,40,35.779179879824554,35.779179879824554,35.779179879824554,38.0,37.65,36.94815864591577,38.519485
193,57,53.5236875812747,53.5236875812747,53.5236875812747,51.888888888888886,48.02,50.724431796649945,52.541122
194,42,31.986322674779448,31.986322674779448,31.986322674779448,39.22222222222222,31.84,33.73168540648471,33.226692
195,43,41.031208691776314,41.031208691776314,41.031208691776314,41.55555555555556,47.51,46.817076254093784,48.01323
196,32,53.35577342496066,53.35577342496066,53.35577342496066,49.666666666666664,41.04,41.68488648113691,35.825836
197,66,56.94260082226716,56.94260082226716,56.94260082226716,50.44444444444444,55.7,57.807623436762796,56.453842
198,52,66.87986040311216,66.87986040311216,66.87986040311216,54.666666666666664,53.28,59.50122306191842,56.146957
199,21,33.370048074710226,33.370048074710226,33.370048074710226,37.44444444444444,28.56,33.322882763949615,34.219456
200,62,45.52871023067021,45.52871023067021,45.52871023067021,49.666666666666664,47.39,46.831009287031776,48.30735
201,77,67.59624961828517,67.59624961828517,67.59624961828517,62.22222222222222,69.0,71.72232738920181,72.69948
202,47,44.43615053136119,44.43615053136119,44.43615053136119,48.333333333333336,52.71,49.17858392858494,48.761364
203,33,38.3136399287714,38.3136399287714,38.3136399287714,33.22222222222222,34.13,31.84054673154772,32.07369
204,43,52.26244864510413,52.26244864510413,52.26244864510413,60.22222222222222,60.65,55.729695698906845,53.025085
205,32,39.869231318584994,39.869231318584994,39.869231318584994,33.0,29.99,36.579539268364314,31.82415
206,36,34.39647273601103,34.39647273601103,34.39647273601103,34.666666666666664,38.89,34.68040668293493,35.111412
207,38,44.18649580102887,44.18649580102887,44.18649580102887,47.0,44.47,46.611036176372735,47.832516
208,47,42.43548089781824,42.43548089781824,42.43548089781824,40.55555555555556,36.95,37.68919435718674,38.46061
209,67,72.31554966231042,72.31554966231042,72.31554966231042,71.66666666666667,72.8,77.38312852438986,74.32317
210,24,33.155915237280084,33.155915237280084,33.155915237280084,33.44444444444444,29.44,31.727705041787853,31.973503
211,39,34.165005268046414,34.165005268046414,34.165005268046414,33.111111111111114,29.0,30.979484917301182,29.36625
212,25,27.706724576856647,27.706724576856647,27.706724576856647,38.22222222222222,29.83,26.953675131383644,25.691378
213,74,73.20007630969761,73.20007630969761,73.20007630969761,68.22222222222223,75.87,77.67633488957652,76.85419
214,55,43.79389927271534,43.79389927271534,43.79389927271534,47.55555555555556,42.34,44.34075880468417,43.507824
215,40,37.15168514602979,37.15168514602979,37.15168514602979,41.666666666666664,35.23,37.071613326674544,37.06467
216,58,48.65969897186573,48.65969897186573,48.65969897186573,39.333333333333336,49.0,48.669825782305516,51.52361
217,30,32.88731404821143,32.88731404821143,32.88731404821143,34.55555555555556,33.65,32.525508941729804,32.423622
218,60,50.73910176748259,50.73910176748259,50.73910176748259,47.44444444444444,44.22,47.128168707151026,48.469193
219,23,38.60823920890677,38.60823920890677,38.60823920890677,35.77777777777778,38.58,40.29318471710799,42.257206
220,35,32.59873298834874,32.59873298834874,32.59873298834874,36.333333333333336,35.49,34.804480160141814,34.759262
221,27,49.539405830848565,49.539405830848565,49.539405830848565,32.333333333333336,40.38,44.46067365488649,42.89538
222,54,56.744283266049806,56.744283266049806,56.744283266049806,52.77777777777778,60.45,56.634924581661814,55.677197
223,26,37.0022442891561,37.0022442891561,37.0022442891561,34.0,36.75,36.747199728574145,35.869022
224,30,42.75279704354727,42.75279704354727,42.75279704354727,37.888888888888886,44.52,40.170662876057676,42.183105
225,52,43.38738348013576,43.38738348013576,43.38738348013576,43.22222222222222,40.59,40.438829223442106,42.43273
226,104,83.12639834017129,83.12639834017129,83.12639834017129,67.88888888888889,71.8,79.92702981207512,80.75717
227,49,42.061964864250285,42.061964864250285,42.061964864250285,45.44444444444444,52.74,43.272874432260906,41.381275
228,23,32.62000454477319,32.62000454477319,32.62000454477319,33.111111111111114,33.06,34.62447117583284,33.459644
229,42,43.493034869519484,43.493034869519484,43.493034869519484,32.22222222222222,39.83,39.71802154775934,36.88315
230,31,27.564307638407325,27.564307638407325,27.564307638407325,27.333333333333332,29.75,29.63835022785422,29.196352
231,31,36.69084404112404,36.69084404112404,36.69084404112404,35.22222222222222,34.73,35.673167280002005,35.066727
232,50,49.839061799552454,49.839061799552454,49.839061799552454,45.55555555555556,47.97,50.704899528005484,48.290836
233,37,32.55557035252765,32.55557035252765,32.55557035252765,32.22222222222222,34.59,34.63494727519115,33.605465
234,37,35.57876600629273,35.57876600629273,35.57876600629273,32.111111111111114,34.3,32.10340853924408,32.67332
235,84,58.50336903089162,58.50336903089162,58.50336903089162,57.22222222222222,67.02,63.05880586761421,65.36792
236,46,44.07144237196505,44.07144237196505,44.07144237196505,47.0,51.66,48.16371233342318,46.963398
237,24,32.4726584811294,32.4726584811294,32.4726584811294,32.0,34.42,36.43247026244845,36.2404
238,35,39.93245048483294,39.93245048483294,39.93245048483294,33.666666666666664,43.05,40.50208451816134,41.412918
239,51,47.830379311953386,47.830379311953386,47.830379311953386,52.44444444444444,52.21,48.198767812019874,48.86376
240,47,36.54162099665782,36.54162099665782,36.54162099665782,44.111111111111114,49.18,46.125495386081546,46.60824
241,59,73.85070352029999,73.85070352029999,73.85070352029999,57.77777777777778,52.8,57.75000729480283,60.76959
242,71,51.429847122143464,51.429847122143464,51.429847122143464,63.0,61.87,53.133541514807014,54.531597
243,79,69.54478288914135,69.54478288914135,69.54478288914135,66.66666666666667,70.64,70.27173123994872,72.73914
244,36,35.911631871192384,35.911631871192384,35.911631871192384,34.55555555555556,34.53,35.78187299655874,36.488697
245,34,42.12593981390827,42.12593981390827,42.12593981390827,33.666666666666664,42.6,34.99520176730166,36.04599
246,84,88.14026646199198,88.14026646199198,88.14026646199198,77.55555555555556,87.72,85.28757887110065,89.59352
247,28,35.39216943312685,35.39216943312685,35.39216943312685,45.44444444444444,39.94,36.02116143198759,36.258003
248,28,45.22075946989989,45.22075946989989,45.22075946989989,42.77777777777778,42.98,43.289964834093055,41.510914
249,25,27.275831840573307,27.275831840573307,27.275831840573307,28.0,26.4,24.693634243419503,24.521784
250,53,43.73090597238896,43.73090597238896,43.73090597238896,46.666666666666664,51.45,38.74585620115413,41.5304
251,56,47.90370809753647,47.90370809753647,47.90370809753647,45.44444444444444,43.29,47.00895530469735,47.4919
252,31,29.890356500832905,29.890356500832905,29.890356500832905,28.0,22.72,26.535248816637797,25.560844
253,56,62.92016917779046,62.92016917779046,62.92016917779046,54.666666666666664,68.2,63.20247379018775,63.161785
254,39,43.49529273473536,43.49529273473536,43.49529273473536,45.44444444444444,38.38,44.41160944517686,42.964558
255,29,35.10283595636893,35.10283595636893,35.10283595636893,37.77777777777778,38.88,36.68485684890725,36.5983
256,43,38.56401319705208,38.56401319705208,38.56401319705208,39.77777777777778,41.92,40.9694371949929,40.83144
257,40,40.161668747188365,40.161668747188365,40.161668747188365,36.0,36.42,38.3234319897405,37.00315
258,27,31.054279581004977,31.054279581004977,31.054279581004977,29.555555555555557,32.72,32.174451774120314,31.488808
259,61,31.24805352954722,31.24805352954722,31.24805352954722,34.111111111111114,33.84,34.556314143400506,34.40168
260,38,40.64761750307509,40.64761750307509,40.64761750307509,33.44444444444444,37.23,37.26250091145214,37.63715
261,29,50.55331447286165,50.55331447286165,50.55331447286165,44.77777777777778,41.27,46.996191213794475,49.23288
262,79,63.063236798595696,63.063236798595696,63.063236798595696,60.333333333333336,59.12,58.955269304302355,60.897995
263,27,35.35909639188111,35.35909639188111,35.35909639188111,35.888888888888886,36.39,36.31974936878536,35.992584
264,72,59.88837176688618,59.88837176688618,59.88837176688618,63.888888888888886,55.24,58.54827236643803,57.55001
